"","V1","age","income","children","credit_history","overdue_payments","active_loans","years_in_job","employment_type","owns_property","assets_value","other_loans","education","city","marital_status","support_indicator","credit_risk"
"1723",1722,47,18406,0,"dobra","0",1,8,"stała","nie",23521,0,"wyższe","średnie","S",0.516345354293084,0
"1724",1723,46,11496,0,"brak","0",1,11,"samozatrudnienie","nie",50607,0,"średnie","średnie","M",0.926314777043977,0
"1725",1724,30,40000,2,"brak","0",0,2,"stała","nie",20999,0,"wyższe","małe","S",0.101685233575516,0
"1726",1725,50,0,0,"brak","0",0,18,"brak","tak",64442,0,"średnie","małe","S",0.347683186751172,0
"1727",1726,34,28699,0,"dobra","0",0,14,"stała","nie",0,0,"średnie","duże","M",0.496442415485738,0
"1728",1727,48,40000,0,"dobra","0",0,10,"samozatrudnienie","nie",0,0,"wyższe","duże","D",0.742551463059844,0
"1729",1728,43,17152,0,"brak","0",0,18,"samozatrudnienie","nie",83847,0,"średnie","małe","M",0.967209851035868,0
"1730",1729,58,28739,3,"brak","0",0,2,"samozatrudnienie","nie",0,0,"średnie","duże","D",0.181624414555128,0
"1731",1730,37,13160,1,"dobra","1",0,6,"określona","nie",47798,1,"średnie","małe","S",0.621501341476468,0
"1732",1731,36,40000,1,"dobra","0",1,10,"stała","tak",46217,1,"podstawowe","duże","M",0.479096976032744,0
"1733",1732,39,0,1,"brak","1",0,6,"stała","tak",84672,1,"średnie","duże","M",0.351061330216932,0
"1734",1733,36,20004,1,"dobra","0",3,13,"określona","tak",83607,0,"wyższe","duże","S",0.165577051181865,0
"1735",1734,47,14966,2,"brak","0",3,12,"określona","tak",0,0,"średnie","małe","M",0.487988926667243,0
"1736",1735,23,0,1,"dobra","2",0,16,"stała","nie",0,0,"średnie","małe","M",0.427930145650388,0
"1737",1736,29,18583,3,"brak","0",2,10,"stała","nie",72414,0,"średnie","duże","D",0.52094518433515,0
"1738",1737,29,40000,4,"dobra","0",2,4,"stała","tak",105952,1,"średnie","średnie","S",0.522471821989974,0
"1739",1738,49,11935,5,"brak","0",2,8,"określona","nie",79551,0,"podstawowe","duże","S",0.625599786344907,0
"1740",1739,57,0,1,"brak","1",0,12,"samozatrudnienie","tak",80971,1,"wyższe","średnie","S",0.96846440036293,0
"1741",1740,38,21825,3,"dobra","0",4,8,"samozatrudnienie","tak",0,0,"średnie","małe","D",0.210358034091306,0
"1742",1741,38,20770,0,"dobra","0",3,10,"stała","nie",61173,1,"wyższe","małe","M",0.319369879060154,0
"1743",1742,40,20862,3,"brak","0",3,7,"określona","tak",41399,0,"wyższe","duże","S",0.274717703776104,0
"1744",1743,51,0,3,"dobra","0",1,12,"stała","nie",0,0,"średnie","małe","M",0.038892097524797,0
"1745",1744,30,0,3,"dobra","2",2,12,"samozatrudnienie","tak",31466,1,"wyższe","średnie","D",0.362046943813181,0
"1746",1745,42,0,2,"dobra","0",2,21,"stała","tak",44393,0,"podstawowe","małe","S",0.784984943685706,0
"1747",1746,49,27158,0,"dobra","1",2,1,"stała","nie",0,0,"średnie","duże","D",0.186427506739551,0
"1748",1747,45,4831,0,"brak","1",3,11,"stała","tak",52442,0,"średnie","duże","M",0.345842315683218,1
"1749",1748,41,25588,0,"brak","0",3,20,"określona","nie",42452,1,"podstawowe","średnie","D",0.683392790725246,0
"1750",1749,50,9625,2,"dobra","0",0,15,"określona","nie",0,0,"średnie","małe","S",0.905995502794266,0
"1751",1750,18,30429,0,"dobra","0",1,19,"stała","tak",28846,1,"średnie","duże","D",0.879701872689666,0
"1752",1751,46,40000,0,"dobra","0",1,4,"określona","nie",0,0,"średnie","średnie","D",0.331327969175793,0
"1753",1752,33,0,1,"brak","3",2,10,"stała","tak",113967,0,"średnie","średnie","M",0.118813984924038,1
"1754",1753,21,19324,1,"brak","1",2,3,"samozatrudnienie","tak",17574,0,"podstawowe","średnie","M",0.0659707411343292,0
"1755",1754,45,0,3,"brak","1",1,5,"stała","nie",121312,0,"średnie","małe","M",0.0634817606374454,0
"1756",1755,53,40000,1,"brak","0",2,17,"określona","tak",35333,0,"średnie","małe","S",0.56729495019216,0
"1757",1756,38,23098,2,"dobra","1",3,4,"samozatrudnienie","tak",137253,0,"średnie","duże","M",0.914218126395468,0
"1758",1757,49,40000,1,"dobra","1",1,8,"stała","nie",102253,0,"podstawowe","małe","M",0.865528037148811,0
"1759",1758,56,27088,2,"dobra","0",1,5,"stała","nie",41869,0,"wyższe","średnie","M",0.804252471657873,0
"1760",1759,53,24865,0,"dobra","1",2,11,"stała","tak",26652,0,"podstawowe","małe","S",0.691198406116391,0
"1761",1760,56,22790,0,"brak","1",1,2,"brak","tak",100422,1,"średnie","małe","M",0.459159244961527,0
"1762",1761,47,33156,3,"brak","0",1,10,"stała","nie",28275,0,"podstawowe","średnie","D",0.318952142885961,0
"1763",1762,40,9238,1,"dobra","0",2,14,"stała","tak",24507,1,"wyższe","małe","M",0.592412216563448,0
"1764",1763,23,0,1,"brak","1",0,8,"określona","tak",73276,0,"średnie","małe","M",0.428637390649211,0
"1765",1764,37,21268,0,"dobra","0",0,16,"określona","tak",172593,1,"średnie","małe","M",0.616872420106469,0
"1766",1765,31,0,0,"brak","1",1,12,"samozatrudnienie","nie",10694,1,"średnie","średnie","M",0.196846157521778,0
"1767",1766,61,20053,1,"dobra","0",1,8,"samozatrudnienie","nie",48882,1,"średnie","duże","M",0.815218993036092,0
"1768",1767,38,13103,0,"dobra","1",1,6,"brak","tak",31974,1,"podstawowe","małe","D",0.508914428481613,0
"1769",1768,41,22107,0,"dobra","0",2,15,"stała","tak",13931,0,"podstawowe","małe","S",0.595240221599892,0
"1770",1769,45,12817,0,"brak","0",3,8,"stała","tak",54044,0,"podstawowe","średnie","M",0.797092398557307,0
"1771",1770,40,0,1,"dobra","0",1,9,"brak","tak",0,0,"podstawowe","małe","S",0.246670522930685,0
"1772",1771,56,31683,1,"brak","0",2,20,"brak","tak",82732,0,"wyższe","duże","M",0.360015935054264,0
"1773",1772,33,29422,4,"dobra","1",2,15,"stała","nie",0,1,"podstawowe","średnie","S",0.126782438984717,0
"1774",1773,41,27820,1,"brak","0",3,6,"stała","nie",364013,0,"średnie","średnie","M",0.448885307467424,0
"1775",1774,32,40000,3,"brak","0",4,10,"stała","tak",77012,0,"średnie","duże","M",0.660652942757608,0
"1776",1775,26,15795,1,"dobra","0",2,14,"samozatrudnienie","nie",105052,0,"średnie","małe","M",0.429191418677348,0
"1777",1776,33,10769,1,"brak","0",0,6,"samozatrudnienie","tak",53139,0,"średnie","duże","M",0.716213142225821,0
"1778",1777,39,21268,0,"dobra","1",3,17,"stała","nie",259798,1,"średnie","duże","M",0.743657633440588,0
"1779",1778,35,18513,0,"brak","1",3,12,"stała","tak",72864,0,"podstawowe","małe","S",0.0024454227271094,0
"1780",1779,33,14455,1,"dobra","1",2,21,"stała","tak",43515,0,"podstawowe","małe","S",0.583765685527309,0
"1781",1780,25,21164,0,"dobra","0",1,8,"stała","nie",43725,0,"podstawowe","małe","S",0.965187175056784,0
"1782",1781,39,16223,2,"brak","0",2,12,"stała","nie",0,0,"podstawowe","duże","M",0.701812510735838,0
"1783",1782,24,8795,1,"brak","1",0,6,"stała","nie",125259,0,"podstawowe","średnie","S",0.476159306794415,0
"1784",1783,47,0,3,"dobra","0",2,9,"stała","nie",60552,1,"podstawowe","średnie","D",0.449062722736041,0
"1785",1784,40,0,4,"dobra","0",1,7,"stała","nie",104850,1,"średnie","duże","S",0.193600642383565,0
"1786",1785,25,24731,0,"dobra","0",2,15,"stała","nie",0,0,"podstawowe","średnie","S",0.887605069867731,0
"1787",1786,36,15866,0,"dobra","0",2,1,"samozatrudnienie","tak",0,1,"podstawowe","małe","M",0.989252481746966,0
"1788",1787,32,38400,1,"dobra","0",1,0,"samozatrudnienie","tak",82861,0,"wyższe","duże","M",0.183297752712861,0
"1789",1788,43,40000,0,"brak","0",2,11,"samozatrudnienie","nie",48081,1,"średnie","duże","M",0.110469315296692,0
"1790",1789,53,30936,0,"dobra","0",0,10,"określona","tak",46746,0,"podstawowe","średnie","S",0.301968791445529,0
"1791",1790,21,10142,2,"dobra","0",1,6,"określona","nie",0,0,"podstawowe","małe","S",0.321601661859735,0
"1792",1791,41,40000,4,"dobra","0",1,10,"stała","tak",56917,0,"wyższe","średnie","M",0.747107658630747,0
"1793",1792,38,40000,2,"brak","0",2,0,"stała","nie",133029,1,"średnie","małe","S",0.22557496817809,0
"1794",1793,46,22234,1,"dobra","2",1,17,"brak","tak",75638,1,"podstawowe","małe","S",0.560458843722799,0
"1795",1794,42,0,0,"brak","0",2,6,"stała","nie",37214,1,"średnie","małe","D",0.267577527288498,0
"1796",1795,32,16716,1,"dobra","1",1,15,"stała","nie",19280,1,"średnie","średnie","M",0.768126057254508,0
"1797",1796,36,8663,0,"dobra","0",0,4,"stała","nie",48869,1,"wyższe","małe","M",0.363823629718926,0
"1798",1797,32,0,1,"brak","1",2,3,"samozatrudnienie","tak",66761,0,"średnie","duże","S",0.355974544734194,0
"1799",1798,50,0,0,"dobra","3",2,5,"stała","tak",88012,0,"podstawowe","średnie","S",0.0348422355843989,1
"1800",1799,40,10451,3,"brak","0",1,10,"stała","tak",15646,1,"wyższe","średnie","S",0.0698644820342223,0
"1801",1800,59,22021,2,"brak","0",0,14,"określona","nie",0,1,"podstawowe","małe","S",0.725876046501034,0
"1802",1801,39,22405,1,"brak","0",6,17,"brak","nie",0,0,"średnie","duże","S",0.575841860621925,1
"1803",1802,32,0,3,"dobra","2",1,15,"stała","tak",72514,1,"średnie","duże","M",0.154730667887057,0
"1804",1803,24,17645,0,"dobra","0",0,2,"stała","nie",0,1,"średnie","średnie","M",0.955074202953714,0
"1805",1804,21,0,0,"brak","0",1,9,"brak","nie",21299,0,"podstawowe","małe","M",0.523810361031369,0
"1806",1805,24,16629,2,"brak","0",0,7,"stała","nie",118350,1,"średnie","duże","M",0.173310071194044,0
"1807",1806,42,0,5,"brak","0",0,9,"stała","nie",0,0,"średnie","średnie","M",0.400699865846522,0
"1808",1807,45,24526,1,"dobra","0",4,11,"stała","nie",55442,0,"średnie","małe","D",0.50561099130844,0
"1809",1808,24,0,0,"brak","0",1,6,"określona","tak",0,0,"podstawowe","małe","S",0.127818925488637,0
"1810",1809,48,0,2,"dobra","0",3,19,"stała","nie",66842,1,"średnie","duże","M",0.496580381799878,0
"1811",1810,35,0,0,"brak","0",2,7,"samozatrudnienie","tak",135163,1,"wyższe","małe","M",0.0853704298458263,0
"1812",1811,41,11782,1,"dobra","0",1,13,"określona","nie",19080,0,"średnie","małe","S",0.349054477233914,0
"1813",1812,56,19108,0,"brak","2",0,2,"określona","tak",32888,1,"podstawowe","małe","M",0.647256527826291,0
"1814",1813,48,40000,3,"dobra","0",2,19,"określona","nie",56162,1,"wyższe","średnie","M",0.774029854195969,0
"1815",1814,37,30418,0,"dobra","0",3,13,"brak","nie",244877,0,"podstawowe","średnie","M",0.285644600869089,0
"1816",1815,31,0,3,"dobra","0",1,8,"określona","nie",47096,0,"średnie","średnie","D",0.532610486416248,0
"1817",1816,18,34369,0,"brak","0",2,11,"stała","nie",32968,0,"średnie","duże","M",0.34662589109956,0
"1818",1817,32,27183,0,"dobra","0",0,12,"stała","nie",123477,0,"podstawowe","duże","S",0.998406482146788,0
"1819",1818,37,0,3,"dobra","0",1,10,"samozatrudnienie","tak",77073,1,"wyższe","duże","S",0.792209266040907,0
"1820",1819,30,0,0,"dobra","0",1,8,"określona","tak",30757,0,"średnie","małe","M",0.814906633126738,0
"1821",1820,38,16762,1,"dobra","0",2,3,"określona","nie",119287,0,"średnie","małe","M",0.908289981785555,0
"1822",1821,40,0,0,"dobra","0",2,17,"brak","tak",108665,0,"podstawowe","średnie","M",0.618872245451311,0
"1823",1822,37,31618,2,"brak","0",1,10,"stała","tak",29083,0,"podstawowe","małe","D",0.735394844597035,0
"1824",1823,33,40000,0,"brak","0",0,6,"stała","tak",246647,1,"wyższe","duże","S",0.795462562951398,0
"1825",1824,41,0,0,"brak","0",2,8,"brak","tak",69426,0,"średnie","duże","M",0.27352263834455,0
"1826",1825,44,0,1,"dobra","0",0,15,"stała","nie",27151,0,"podstawowe","średnie","S",0.979080020047494,0
"1827",1826,29,40000,0,"dobra","0",0,16,"stała","tak",244921,1,"średnie","średnie","M",0.450506723392674,0
"1828",1827,54,22001,0,"dobra","0",1,8,"określona","nie",136526,1,"średnie","małe","S",0.56102659396491,0
"1829",1828,39,14632,2,"brak","1",1,7,"określona","tak",54912,0,"wyższe","średnie","D",0.607000296101552,0
"1830",1829,40,23423,1,"dobra","0",1,7,"określona","tak",0,1,"podstawowe","średnie","M",0.513082070904777,0
"1831",1830,47,0,0,"dobra","0",1,15,"brak","nie",38287,0,"średnie","małe","M",0.395329219677369,0
"1832",1831,42,16181,1,"brak","1",3,16,"stała","tak",44640,1,"podstawowe","średnie","S",0.883453867440516,0
"1833",1832,49,27353,3,"brak","0",2,8,"stała","nie",56728,0,"średnie","małe","M",0.043696585162771,0
"1834",1833,42,9878,0,"brak","0",0,13,"brak","nie",31693,1,"średnie","średnie","S",0.245827294276931,0
"1835",1834,33,10700,1,"dobra","0",3,8,"stała","nie",21378,0,"średnie","średnie","S",0.999982984732519,0
"1836",1835,43,0,2,"dobra","0",2,3,"samozatrudnienie","nie",218128,0,"średnie","małe","D",0.21267583791632,0
"1837",1836,28,21782,0,"brak","0",2,13,"stała","tak",10575,1,"średnie","średnie","S",0.361241333442495,0
"1838",1837,41,26154,0,"brak","0",1,9,"samozatrudnienie","tak",149433,0,"wyższe","średnie","D",0.796363255102837,0
"1839",1838,39,40000,0,"brak","0",1,9,"brak","nie",112902,0,"średnie","małe","S",0.246008040441119,0
"1840",1839,37,23208,2,"brak","1",1,14,"stała","nie",20107,0,"podstawowe","duże","S",0.770312987245627,0
"1841",1840,38,29705,0,"dobra","1",1,3,"stała","tak",49597,0,"podstawowe","średnie","D",0.904541578536001,0
"1842",1841,21,13524,2,"dobra","0",5,0,"brak","tak",74316,0,"średnie","małe","M",0.0560209645490493,1
"1843",1842,34,32337,1,"dobra","0",4,11,"samozatrudnienie","nie",108513,0,"średnie","średnie","S",0.945437745814119,0
"1844",1843,40,16929,0,"dobra","0",1,18,"stała","tak",28091,1,"średnie","średnie","S",0.49454586318213,0
"1845",1844,41,22827,1,"dobra","0",1,14,"stała","tak",0,0,"średnie","małe","D",0.600741939485697,0
"1846",1845,29,0,4,"dobra","0",3,6,"stała","tak",81959,0,"podstawowe","średnie","S",0.27879958997374,0
"1847",1846,52,36919,0,"dobra","0",1,11,"samozatrudnienie","tak",25129,0,"podstawowe","małe","D",0.504721337210027,0
"1848",1847,31,0,0,"dobra","0",2,12,"stała","nie",0,0,"średnie","średnie","S",0.808799947464168,0
"1849",1848,49,7033,1,"dobra","0",1,12,"samozatrudnienie","tak",0,0,"średnie","średnie","S",0.803760375548633,0
"1850",1849,44,0,0,"brak","1",3,7,"stała","nie",21355,1,"średnie","duże","M",0.308398722809101,0
"1851",1850,33,27841,0,"brak","1",0,6,"stała","tak",22809,0,"podstawowe","średnie","S",0.693923362322438,0
"1852",1851,57,23768,0,"brak","0",2,0,"samozatrudnienie","nie",67672,1,"średnie","małe","S",0.835822354318031,0
"1853",1852,28,40000,0,"dobra","0",2,11,"stała","nie",35072,0,"średnie","średnie","M",0.928005066646485,0
"1854",1853,49,27410,0,"brak","2",1,13,"stała","nie",36473,0,"średnie","duże","S",0.142615091571524,0
"1855",1854,50,0,2,"dobra","0",0,14,"samozatrudnienie","nie",206521,0,"średnie","małe","M",0.220240077022667,0
"1856",1855,33,6886,5,"brak","0",1,4,"stała","nie",111199,0,"wyższe","średnie","M",0.728133189648669,0
"1857",1856,53,19561,0,"dobra","1",2,9,"określona","nie",138026,1,"średnie","średnie","S",0.910592593364982,0
"1858",1857,37,36826,0,"dobra","1",1,9,"określona","tak",32476,0,"podstawowe","średnie","M",0.0798213143795505,0
"1859",1858,42,18105,0,"dobra","1",0,5,"określona","nie",0,0,"podstawowe","duże","M",0.235808559846372,0
"1860",1859,42,22340,0,"brak","1",0,15,"stała","tak",122258,1,"podstawowe","średnie","M",0.902905913413576,0
"1861",1860,38,27192,0,"brak","0",2,9,"stała","nie",72035,0,"podstawowe","średnie","M",0.141352825036785,0
"1862",1861,48,13257,0,"dobra","0",2,7,"określona","tak",0,0,"wyższe","średnie","M",0.59598910599428,0
"1863",1862,47,30080,3,"brak","1",1,15,"samozatrudnienie","nie",36365,0,"średnie","małe","M",0.021991164459823,0
"1864",1863,22,40000,0,"brak","1",3,13,"samozatrudnienie","nie",32068,0,"wyższe","duże","S",0.252179323968022,0
"1865",1864,53,0,0,"brak","1",1,6,"określona","nie",0,0,"średnie","małe","M",0.271922259640268,0
"1866",1865,23,12524,0,"dobra","1",1,1,"stała","nie",86598,1,"wyższe","duże","S",0.014400938603766,0
"1867",1866,50,21305,0,"brak","1",0,6,"stała","nie",97558,0,"średnie","średnie","M",0.775491123866824,0
"1868",1867,51,0,3,"brak","1",2,10,"samozatrudnienie","tak",0,1,"podstawowe","małe","S",0.721422013794223,0
"1869",1868,29,0,0,"brak","0",1,7,"określona","tak",34828,0,"podstawowe","średnie","S",0.0063761954762275,0
"1870",1869,35,27615,4,"brak","1",1,4,"stała","tak",86542,1,"średnie","średnie","M",0.0881328920057722,0
"1871",1870,28,0,0,"dobra","1",2,8,"brak","nie",180757,0,"średnie","małe","S",0.772316151531084,0
"1872",1871,37,19990,1,"dobra","1",0,1,"samozatrudnienie","nie",143877,0,"wyższe","małe","M",0.223852947220035,0
"1873",1872,36,27017,5,"dobra","0",1,12,"określona","tak",154651,0,"wyższe","małe","M",0.574467791874023,0
"1874",1873,47,0,0,"dobra","0",1,20,"stała","tak",12578,0,"wyższe","średnie","S",0.945637953757522,0
"1875",1874,53,18430,0,"brak","0",2,12,"stała","tak",0,0,"podstawowe","średnie","M",0.190532378549207,0
"1876",1875,53,10274,2,"brak","0",2,16,"brak","nie",28326,0,"średnie","małe","S",0.0540657787200602,0
"1877",1876,34,19982,0,"dobra","0",2,6,"stała","nie",81309,0,"średnie","średnie","D",0.589844035117496,0
"1878",1877,37,18908,1,"brak","0",0,8,"samozatrudnienie","tak",0,1,"wyższe","średnie","M",0.31548479664147,0
"1879",1878,23,0,0,"dobra","0",1,3,"brak","nie",0,0,"wyższe","średnie","M",0.661246965553583,0
"1880",1879,31,16126,0,"brak","1",0,12,"stała","tak",29301,0,"średnie","średnie","M",0.96235957679282,0
"1881",1880,49,0,0,"brak","0",0,15,"określona","nie",105633,0,"wyższe","małe","M",0.568247879222167,0
"1882",1881,56,18644,3,"brak","0",3,6,"stała","tak",70732,0,"średnie","małe","D",0.681973708778912,0
"1883",1882,27,18662,0,"brak","0",2,11,"określona","tak",36118,0,"podstawowe","średnie","M",0.224817379885036,0
"1884",1883,34,0,0,"dobra","0",1,2,"stała","tak",0,0,"średnie","małe","M",0.751318833371609,0
"1885",1884,39,22477,1,"dobra","0",2,9,"określona","nie",17174,1,"podstawowe","średnie","S",0.0549295344046081,0
"1886",1885,42,32227,0,"dobra","1",1,5,"stała","nie",19000,1,"średnie","duże","M",0.877782584266364,0
"1887",1886,31,20737,0,"dobra","1",4,10,"stała","nie",0,0,"wyższe","małe","M",0.445295743908006,0
"1888",1887,44,0,0,"brak","0",3,12,"określona","tak",0,1,"średnie","średnie","M",0.28753453733298,0
"1889",1888,35,20122,2,"dobra","0",1,5,"stała","nie",163276,0,"średnie","małe","M",0.603047526137636,0
"1890",1889,39,15408,1,"dobra","2",2,3,"samozatrudnienie","tak",42872,0,"wyższe","średnie","M",0.834934883673944,0
"1891",1890,45,18398,0,"dobra","0",2,9,"samozatrudnienie","tak",16945,0,"średnie","średnie","M",0.399453470072734,0
"1892",1891,40,40000,0,"brak","0",1,9,"samozatrudnienie","nie",97396,1,"średnie","małe","S",0.665658311313156,0
"1893",1892,35,13955,1,"dobra","0",1,9,"określona","nie",80994,0,"średnie","duże","M",0.919406985046684,0
"1894",1893,38,19161,2,"dobra","1",4,3,"brak","tak",0,0,"średnie","średnie","S",0.777291238662581,0
"1895",1894,39,18146,0,"dobra","0",2,3,"określona","tak",60742,1,"średnie","małe","S",0.950268593671956,0
"1896",1895,36,19465,0,"brak","0",5,11,"stała","tak",448497,1,"średnie","małe","M",0.847730095402124,1
"1897",1896,37,18664,0,"dobra","1",2,0,"stała","tak",70981,1,"wyższe","małe","M",0.356346375313817,0
"1898",1897,55,25326,1,"dobra","0",0,3,"określona","tak",16291,0,"średnie","małe","S",0.614474056036113,0
"1899",1898,45,0,4,"brak","0",0,18,"stała","nie",51839,0,"wyższe","średnie","M",0.176752192620482,0
"1900",1899,37,0,0,"brak","0",0,7,"stała","tak",32744,0,"średnie","średnie","S",0.906240684062889,0
"1901",1900,46,0,0,"dobra","2",1,2,"stała","nie",51101,1,"średnie","średnie","M",0.327304384746463,0
"1902",1901,36,11832,0,"brak","0",0,3,"określona","tak",140455,0,"średnie","duże","S",0.514662197588958,0
"1903",1902,51,7083,0,"brak","0",0,15,"samozatrudnienie","nie",0,0,"podstawowe","średnie","M",0.521048310221645,0
"1904",1903,43,13513,0,"brak","0",1,6,"stała","tak",35576,1,"średnie","średnie","S",0.259657276610726,0
"1905",1904,38,19509,3,"dobra","1",1,8,"samozatrudnienie","tak",0,1,"wyższe","średnie","M",0.938612662431482,0
"1906",1905,44,40000,0,"dobra","1",1,7,"stała","tak",167889,0,"średnie","małe","D",0.820893453112504,0
"1907",1906,24,28900,2,"brak","0",0,2,"samozatrudnienie","tak",62532,0,"wyższe","średnie","M",0.370250541802222,0
"1908",1907,28,8921,0,"brak","1",2,2,"stała","nie",115426,0,"podstawowe","średnie","M",0.279492406264749,0
"1909",1908,28,15602,2,"dobra","1",2,12,"stała","nie",28171,1,"średnie","duże","M",0.473014904199883,0
"1910",1909,41,21448,1,"dobra","1",2,3,"stała","nie",0,1,"wyższe","małe","D",0.960639311604281,0
"1911",1910,57,0,0,"dobra","0",1,21,"stała","tak",0,1,"średnie","średnie","S",0.786928745742739,0
"1912",1911,62,11414,3,"brak","0",1,2,"stała","nie",93523,0,"podstawowe","małe","M",0.375282199813821,0
"1913",1912,46,20588,0,"brak","0",0,3,"określona","tak",126840,0,"średnie","średnie","D",0.11359762997144,0
"1914",1913,45,15385,1,"dobra","0",1,12,"stała","nie",96777,1,"wyższe","duże","M",0.0859957525223155,0
"1915",1914,21,0,3,"brak","0",2,10,"brak","nie",16997,1,"średnie","średnie","S",0.680289246611834,0
"1916",1915,34,25079,0,"dobra","2",3,16,"samozatrudnienie","nie",34150,0,"podstawowe","małe","S",0.26048026238889,0
"1917",1916,32,32433,1,"dobra","0",2,12,"stała","tak",0,1,"podstawowe","duże","S",0.696076638485127,0
"1918",1917,33,33540,2,"dobra","1",4,15,"określona","nie",36209,1,"podstawowe","średnie","M",0.253611764522817,0
"1919",1918,38,29354,4,"brak","0",1,17,"samozatrudnienie","nie",44427,0,"wyższe","małe","M",0.781171922405277,0
"1920",1919,35,17176,2,"dobra","0",2,8,"określona","tak",86004,1,"średnie","małe","M",0.0412436198985433,0
"1921",1920,20,31485,0,"brak","1",4,0,"określona","tak",103717,0,"wyższe","małe","M",0.764763581246012,0
"1922",1921,47,0,1,"dobra","0",2,17,"brak","nie",50645,0,"wyższe","małe","M",0.263827932532069,0
"1923",1922,29,23552,2,"dobra","0",0,14,"samozatrudnienie","tak",26040,1,"średnie","małe","D",0.3381456936643,0
"1924",1923,42,0,1,"dobra","0",2,12,"brak","tak",78311,0,"średnie","średnie","M",0.138886138144015,0
"1925",1924,60,17181,3,"dobra","0",1,17,"samozatrudnienie","nie",24015,0,"średnie","średnie","M",0.169782721665941,0
"1926",1925,30,22855,0,"dobra","0",3,9,"określona","nie",135402,1,"średnie","średnie","D",0.480303842378097,0
"1927",1926,18,0,0,"dobra","0",1,7,"stała","tak",74749,1,"średnie","małe","S",0.720840110420751,0
"1928",1927,37,25607,1,"dobra","0",2,15,"stała","tak",134171,1,"wyższe","średnie","M",0.476067027317254,0
"1929",1928,51,16226,4,"dobra","0",2,11,"samozatrudnienie","tak",0,0,"średnie","średnie","M",0.657478202667582,0
"1930",1929,59,14527,0,"dobra","0",0,8,"brak","tak",61090,0,"wyższe","średnie","S",0.295749962915047,0
"1931",1930,27,0,4,"dobra","0",0,17,"stała","tak",30316,0,"średnie","małe","S",0.0084162656164435,0
"1932",1931,44,40000,3,"dobra","0",1,16,"samozatrudnienie","nie",10000,0,"podstawowe","małe","D",0.11616318379433,0
"1933",1932,35,18040,3,"dobra","0",0,7,"samozatrudnienie","nie",27096,1,"średnie","średnie","S",0.549004408186296,0
"1934",1933,38,34663,3,"dobra","0",3,2,"stała","nie",22649,1,"podstawowe","duże","S",0.364488231363748,0
"1935",1934,66,18252,3,"brak","0",0,5,"określona","tak",31035,0,"podstawowe","małe","D",0.486581788927695,0
"1936",1935,24,25099,2,"brak","0",1,7,"brak","tak",57792,0,"średnie","średnie","M",0.643169513879543,0
"1937",1936,42,0,1,"brak","1",3,7,"samozatrudnienie","nie",0,1,"podstawowe","małe","M",0.248365943644175,0
"1938",1937,44,16548,0,"brak","0",1,11,"stała","tak",57539,1,"wyższe","średnie","M",0.477813920392179,0
"1939",1938,50,15985,0,"brak","0",0,25,"brak","tak",20578,0,"średnie","małe","D",0.584602070817373,0
"1940",1939,40,40000,0,"brak","0",1,15,"stała","nie",138030,0,"podstawowe","małe","S",0.264421696107271,0
"1941",1940,43,0,0,"brak","1",1,16,"stała","tak",78656,1,"podstawowe","małe","S",0.786396756168424,0
"1942",1941,36,32706,0,"dobra","0",1,9,"stała","tak",11257,0,"średnie","małe","S",0.761111095290473,0
"1943",1942,42,0,3,"brak","0",1,11,"stała","tak",39098,0,"średnie","małe","S",0.125417140541865,0
"1944",1943,36,0,1,"dobra","0",0,12,"samozatrudnienie","nie",37200,0,"podstawowe","średnie","S",0.0385473431220683,0
"1945",1944,46,40000,0,"dobra","0",3,16,"stała","tak",111514,0,"średnie","średnie","M",0.153777603114704,0
"1946",1945,36,0,2,"brak","1",2,14,"stała","tak",26857,0,"średnie","małe","S",0.658870477643866,0
"1947",1946,43,29396,0,"brak","0",3,13,"stała","tak",11002,0,"podstawowe","duże","S",0.2696696636755,0
"1948",1947,39,10663,0,"brak","1",1,6,"stała","nie",0,0,"podstawowe","średnie","M",0.484201060432907,0
"1949",1948,51,14581,3,"brak","0",1,1,"brak","nie",63236,0,"średnie","średnie","M",0.806052668244017,0
"1950",1949,39,12083,0,"brak","0",1,15,"określona","tak",41647,1,"podstawowe","średnie","S",0.426262511346085,0
"1951",1950,22,0,1,"brak","0",4,13,"określona","tak",151822,0,"średnie","małe","M",0.499443437773105,0
"1952",1951,52,6147,0,"brak","1",0,6,"stała","tak",20563,0,"średnie","małe","M",0.0592589255337719,0
"1953",1952,30,18012,1,"brak","1",1,21,"stała","nie",143729,1,"wyższe","średnie","M",0.87023176017453,0
"1954",1953,33,0,2,"dobra","0",1,5,"samozatrudnienie","tak",157177,0,"podstawowe","średnie","D",0.0249242450913352,1
"1955",1954,34,14535,0,"dobra","0",2,9,"brak","nie",0,0,"średnie","średnie","S",0.396727763248483,0
"1956",1955,53,17232,4,"brak","0",1,8,"stała","nie",99876,1,"podstawowe","średnie","M",0.656336001431566,0
"1957",1956,18,0,0,"dobra","1",1,6,"określona","nie",28932,0,"średnie","średnie","M",0.291650174134484,0
"1958",1957,70,26857,1,"dobra","0",0,7,"stała","nie",0,1,"wyższe","małe","S",0.590998876764994,0
"1959",1958,50,14522,3,"brak","1",1,6,"samozatrudnienie","tak",81305,0,"wyższe","duże","M",0.309647551820937,0
