Unnamed: 0,V1,age,income,children,active_loans,years_in_job,assets_value,other_loans,support_indicator,credit_risk,overdue_payments_0,overdue_payments_1,overdue_payments_2,overdue_payments_3,overdue_payments_4,credit_history_brak,credit_history_dobra,employment_type_brak,employment_type_określona,employment_type_samozatrudnienie,employment_type_stała,owns_property_nie,owns_property_tak,education_podstawowe,education_wyższe,education_średnie,city_duże,city_małe,city_średnie,marital_status_D,marital_status_M,marital_status_S
3100,3099,45,22464,2,4,14,18295.0,0,0.578928843021991,0,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
3101,3100,32,25133,0,4,3,0.0,0,0.136099377308909,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False
3102,3101,48,0,0,1,13,78732.0,0,0.826417235023092,0,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True
3103,3102,56,23281,0,1,13,0.0,0,0.757549936526836,0,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False
3104,3103,50,10794,1,1,13,72853.0,1,0.936675684736409,0,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
3105,3104,32,26348,1,1,11,53105.0,0,0.785495195237503,0,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False
3106,3105,43,7598,0,1,3,0.0,1,0.554193188680334,0,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
3107,3106,27,8727,0,0,16,82777.0,0,0.37355306678872,0,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True
3108,3107,45,33165,4,2,3,37779.0,1,0.344466927237899,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
3109,3108,44,16757,0,1,7,0.0,0,0.0524063743738033,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
3110,3109,21,13441,0,2,2,284971.0,0,0.647410229602693,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False
3111,3110,28,40000,2,1,11,0.0,1,0.87495206624248,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
3112,3111,37,25947,0,1,8,75156.0,0,0.664616903386929,0,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True
3113,3112,36,0,0,4,3,0.0,0,0.3632412410302,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True
3114,3113,27,20269,0,2,20,81472.0,0,0.956562340130593,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True
3115,3114,43,40000,1,1,3,51597.0,1,0.54348040257322,0,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False
3116,3115,42,0,0,1,9,136448.0,1,0.484770278281874,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
3117,3116,38,40000,3,2,9,109537.0,1,0.13912697079799,0,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False
3118,3117,32,21360,0,1,5,393316.0,0,0.14223489729581,0,True,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False
3119,3118,50,9631,1,2,10,0.0,0,0.378979560043863,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
3120,3119,56,28041,0,3,10,112618.0,1,0.607276170876796,0,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False
3121,3120,35,25780,0,0,8,0.0,0,0.186246955601849,0,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
3122,3121,33,13021,2,0,2,146616.0,0,0.936564015011041,0,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False
3123,3122,44,0,0,1,7,24972.0,0,0.233240403481654,0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True
3124,3123,36,21756,1,3,12,0.0,0,0.958111167250948,0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
3125,3124,38,26235,0,1,7,22489.0,0,0.398422342154129,0,True,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True
3126,3125,47,6403,0,1,7,19140.0,1,0.243343386230605,0,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
3127,3126,20,37292,1,4,8,12365.0,0,0.190471939262454,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True
3128,3127,53,17201,1,2,10,0.0,0,0.937480615182588,0,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False
3129,3128,40,11317,0,0,16,92046.0,0,0.567214747130849,0,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True
3130,3129,35,35261,3,0,11,240551.0,1,0.0281688147663854,0,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False
3131,3130,39,21767,0,1,13,21258.0,0,0.557876175707564,0,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True
3132,3131,39,40000,0,3,15,61922.0,0,0.876936948992975,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False
3133,3132,22,27418,0,1,13,16250.0,1,0.144030135254309,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False
3134,3133,54,22009,0,2,7,10000.0,0,0.363036533246033,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
3135,3134,40,0,0,1,8,39217.0,0,0.734004556282775,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False
3136,3135,44,0,2,1,9,0.0,0,0.21739798349457,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
3137,3136,49,17912,0,2,17,10000.0,1,0.957489419780346,0,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False
3138,3137,29,0,0,2,2,88546.0,0,0.710405104732671,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False
3139,3138,44,29880,4,0,9,19131.0,1,0.273624829456372,0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
3140,3139,37,20491,0,1,9,0.0,0,0.195762787091298,0,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False
3141,3140,48,22399,0,2,5,45372.0,1,0.96806200108127,0,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True
3142,3141,18,37975,0,2,8,72453.0,0,0.575262776643479,0,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True
3143,3142,39,20807,0,1,6,0.0,0,0.653673185590078,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False
3144,3143,33,22192,0,2,15,0.0,0,0.820040048845357,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
3145,3144,44,16320,0,2,9,83433.0,1,0.297041639108988,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True
3146,3145,44,0,1,2,4,0.0,0,0.371258344700103,1,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False
3147,3146,32,0,1,3,1,30106.0,1,0.361009653504751,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False
3148,3147,32,34557,2,0,8,25310.0,0,0.384255308757966,0,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True
3149,3148,38,16488,2,0,15,172719.0,0,0.889148675320448,0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True
3150,3149,31,17519,0,2,6,0.0,0,0.962422740289968,1,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
3151,3150,48,32730,0,1,3,41107.0,0,0.230521008887358,0,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False,False
3152,3151,36,24986,1,2,12,55222.0,0,0.694981442016076,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True
3153,3152,18,14001,0,0,9,0.0,1,0.850284121411901,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
3154,3153,36,40000,0,3,11,143509.0,0,0.0239659617131671,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False
3155,3154,29,9421,1,1,22,191730.0,0,0.40846674945769,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
3156,3155,23,32602,0,2,15,81094.0,1,0.740837012298387,0,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,False,True
3157,3156,27,11700,2,1,6,63245.0,0,0.0722721295744074,0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False
3158,3157,41,40000,0,0,5,0.0,1,0.634616807098876,0,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False
3159,3158,53,10175,4,3,1,109251.0,0,0.229692524730917,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
3160,3159,43,39187,2,3,9,227217.0,1,0.0884141261866818,0,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,True,False
3161,3160,33,21145,0,1,14,40817.0,0,0.0590047256473101,0,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False
3162,3161,44,18337,1,1,2,185570.0,1,0.559906252035061,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
3163,3162,35,24165,1,0,14,0.0,0,0.46198419275761,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
3164,3163,33,0,1,2,13,112524.0,0,0.319832707299335,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False
3165,3164,28,0,0,2,11,83932.0,1,0.765773870948051,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True
3166,3165,22,14648,0,0,7,0.0,0,0.384396483634187,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
3167,3166,36,30479,0,1,10,0.0,0,0.707721841282081,0,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False
3168,3167,41,9379,0,0,13,36157.0,0,0.584334603883247,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False
3169,3168,39,0,3,1,12,0.0,0,0.80901539587653,0,False,True,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False
3170,3169,35,40000,0,2,10,0.0,0,0.363465143249221,0,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False
3171,3170,30,13575,0,5,10,0.0,0,0.651458614290949,1,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True
3172,3171,46,39100,0,0,15,79900.0,1,0.363890430752916,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True
3173,3172,26,16432,3,2,6,164303.0,0,0.57643835777517,0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True
3174,3173,47,28410,1,0,12,63422.0,0,0.332595125707103,0,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False
3175,3174,29,30551,2,2,18,41960.0,1,0.492696678177931,0,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True
3176,3175,32,38734,2,1,6,129218.0,0,0.484005637727085,0,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False
3177,3176,25,19927,2,2,8,36369.0,1,0.025408386683755,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
3178,3177,34,40000,1,3,1,74953.0,1,0.360396256792756,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False
3179,3178,49,16404,0,2,9,10000.0,1,0.791973476052724,0,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True
3180,3179,45,24763,0,1,14,120222.0,0,0.63253412259895,0,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False
3181,3180,49,24900,1,0,12,107079.0,0,0.621129609798316,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
3182,3181,45,12569,0,1,4,10000.0,1,0.0156255382100912,0,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
3183,3182,28,19092,1,2,6,29428.0,1,0.326738913207163,0,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True
3184,3183,36,0,0,2,6,24496.0,0,0.698767448618994,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True
3185,3184,32,17746,1,1,14,49619.0,0,0.392316475599897,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False
3186,3185,53,40000,0,5,0,19022.0,0,0.381665436813908,1,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True
3187,3186,28,14482,0,0,4,64853.0,1,0.435297617292992,0,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False
3188,3187,48,39724,2,0,10,260264.0,0,0.0579002349415735,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
3189,3188,48,33800,0,0,9,58500.0,1,0.284378329366337,0,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
3190,3189,58,21874,1,2,1,0.0,0,0.193547786592934,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
3191,3190,35,0,1,1,16,0.0,1,0.26377450810952,0,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
3192,3191,47,15001,4,2,5,0.0,0,0.268255148878818,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
3193,3192,62,17000,2,1,5,53107.0,0,0.565385189581549,0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
3194,3193,33,9019,0,5,6,10000.0,0,0.319342466972292,1,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True
3195,3194,24,13336,1,0,8,69059.0,1,0.933247293116498,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
3196,3195,21,10496,0,0,14,48666.0,0,0.347923011051754,0,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False
3197,3196,47,40000,0,4,14,257603.0,1,0.240665650735314,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True
3198,3197,21,30008,2,0,15,101285.0,1,0.85606717441283,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
3199,3198,36,32629,1,3,2,51381.0,0,0.860368140019391,0,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True
3200,3199,44,0,0,0,9,35492.0,0,0.656082565467786,0,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
3201,3200,41,23944,0,0,7,87399.0,1,0.249582832755508,0,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False
3202,3201,44,40000,2,1,11,10000.0,0,0.213775629315193,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
3203,3202,42,16230,0,2,14,64993.0,0,0.412934973840043,0,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
3204,3203,52,23233,2,2,7,44942.0,0,0.769564497171371,1,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True
3205,3204,30,32001,1,1,10,0.0,0,0.834540480087662,0,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
3206,3205,33,11377,0,0,7,33809.0,0,0.801294766452665,0,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True
3207,3206,32,0,0,1,3,225982.0,1,0.22849908888707,0,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False
3208,3207,48,22343,0,1,3,62241.0,0,0.234999025830324,0,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True
3209,3208,49,23647,3,6,16,145410.0,0,0.0742184446903249,1,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True
3210,3209,44,40000,2,1,20,41279.0,1,0.0343636690521895,0,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True
3211,3210,51,34803,1,0,5,40603.0,0,0.143337278013554,0,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
3212,3211,28,22449,0,1,12,183319.0,0,0.906591391696033,0,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
3213,3212,56,23507,1,3,9,112722.0,1,0.395883444659238,0,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
3214,3213,55,0,0,2,2,38144.0,0,0.621649142254292,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True
3215,3214,47,16676,1,1,14,131890.0,1,0.269653808621164,0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
3216,3215,57,28526,0,0,9,24104.0,0,0.695251137292445,0,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False
3217,3216,23,27500,2,2,0,143622.0,1,0.565152480339936,0,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False
3218,3217,34,40000,2,2,12,99230.0,0,0.0152151911149254,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True
3219,3218,32,0,0,2,17,55827.0,0,0.3217355135008,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True
3220,3219,47,11007,2,1,3,76023.0,0,0.217652981502439,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True
3221,3220,29,0,0,3,4,25877.0,1,0.932794503641916,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True
3222,3221,47,40000,0,4,11,44712.0,0,0.0311561280835952,0,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False
3223,3222,53,0,0,1,15,178255.0,0,0.699954774712243,0,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False
3224,3223,46,20296,1,3,7,156761.0,0,0.152834364929953,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False
3225,3224,42,37130,3,2,11,26603.0,0,0.15018776707024,0,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True
3226,3225,30,40000,2,3,12,0.0,1,0.0911640694254772,0,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,True,False,False,True,False
3227,3226,31,23331,1,0,17,16506.0,0,0.887459242961411,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
3228,3227,52,11431,0,3,4,190215.0,1,0.969674083409128,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
3229,3228,47,16429,0,3,12,0.0,0,0.616731796647745,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,True
3230,3229,39,30113,0,1,17,0.0,1,0.977927688476843,0,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True
3231,3230,35,9873,3,0,12,10000.0,0,0.947320800893892,0,True,False,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False
3232,3231,19,23973,4,1,19,53501.0,0,0.955617693983504,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True
3233,3232,29,26639,0,0,9,334413.0,0,0.482997172139994,0,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False,False
3234,3233,59,40000,2,2,9,0.0,1,0.0558020430329385,0,False,True,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False
3235,3234,27,40000,1,1,4,75306.0,0,0.772784235341633,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
3236,3235,41,33938,0,0,13,47968.0,0,0.811736695671984,0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True
3237,3236,50,7470,1,0,19,38868.0,0,0.203098508711189,0,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True
3238,3237,27,34909,2,2,0,0.0,0,0.750160480543906,0,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False
3239,3238,41,31343,0,2,4,0.0,0,0.712408660428329,0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,True
3240,3239,49,0,3,1,14,84919.0,1,0.878824550222459,0,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True
3241,3240,40,9273,0,2,18,0.0,0,0.787574172560092,0,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False
3242,3241,68,14937,0,2,18,41088.0,0,0.165765014736711,0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
3243,3242,23,12290,0,0,10,66888.0,0,0.142944811754733,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False
3244,3243,50,0,2,0,15,39480.0,1,0.346749018231304,0,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False
3245,3244,38,21994,0,0,11,48789.0,0,0.719355582878336,0,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True
3246,3245,47,14780,2,2,0,125932.0,1,0.648377112352845,0,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
3247,3246,44,40000,1,0,11,81436.0,1,0.154031688578423,0,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True
3248,3247,32,20244,0,2,5,57454.0,1,0.542065567856593,0,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True
3249,3248,42,40000,2,2,10,14408.0,0,0.239286346130353,0,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False
3250,3249,21,0,0,0,14,44707.0,1,0.968787221531333,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
3251,3250,46,16898,2,3,6,253414.0,0,0.28359024735093,0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
3252,3251,42,23119,0,2,1,125307.0,0,0.972963691253374,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False
3253,3252,46,0,1,2,11,136862.0,0,0.159197807146606,0,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,True,False
3254,3253,50,17834,2,1,16,31673.0,0,0.126004482026684,0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False
3255,3254,43,19752,3,1,5,220868.0,0,0.29448530947428,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False
3256,3255,41,19595,0,1,8,31540.0,0,0.513690411085784,0,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False
3257,3256,31,40000,1,6,14,67790.0,1,0.814762805847368,1,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,True
3258,3257,32,0,0,2,6,30464.0,0,0.99982247006341,0,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
3259,3258,51,0,0,1,15,0.0,1,0.462609696891217,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
3260,3259,54,0,0,5,0,102194.0,0,0.911521225695819,1,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,False,True,False,True,False,False
3261,3260,37,29920,0,2,11,160370.0,1,0.910563771314621,0,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True
3262,3261,40,0,2,3,17,10000.0,1,0.0654764426971664,0,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False
3263,3262,30,0,2,1,6,71288.0,0,0.809660442031951,0,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,True,False,True,False
3264,3263,51,0,0,0,9,25667.0,0,0.429969847546329,0,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,True
3265,3264,46,39277,2,1,0,59530.0,0,0.396931338465857,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False
3266,3265,59,38681,0,3,5,0.0,1,0.389314407263359,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True
3267,3266,31,19531,1,2,9,27540.0,1,0.86556895315174,0,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False
3268,3267,36,32335,3,2,15,26501.0,0,0.421285011204126,0,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
3269,3268,42,19984,2,1,16,16211.0,1,0.641948666635528,0,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
3270,3269,46,22402,0,2,13,40457.0,0,0.70179807425026,0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False
3271,3270,37,17382,2,1,1,139350.0,0,0.711534905437984,0,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,True
3272,3271,31,20114,0,1,8,72338.0,0,0.413559554972842,0,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False
3273,3272,48,40000,2,0,8,27372.0,0,0.266821681574819,0,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False
3274,3273,47,23068,1,2,12,53213.0,1,0.649799755264396,0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
3275,3274,30,23567,2,0,12,62986.0,0,0.651067567766125,0,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False
3276,3275,53,10682,0,2,8,0.0,1,0.349140121643786,0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True
